beta,sigma,theta1,theta2
0.355922,0.414750,0.198784,0.048892
0.992537,0.594611,2.265794,3.205007
2.079801,1.457686,0.086309,2.679243
2.146845,1.501098,1.127175,2.718771
1.387570,0.478845,0.600487,1.635241
0.578414,1.774577,0.126076,0.522303
0.265675,0.343744,0.710758,0.426523
0.377602,0.207888,0.615071,0.155018
3.511287,1.950788,2.418646,2.428455
1.067289,0.029930,0.477807,0.618491
0.274996,0.190491,0.071992,0.844081
1.418569,1.436484,1.346020,1.477486
0.878756,1.772171,1.624568,2.334303
2.861195,0.002195,1.022761,0.388177
0.043589,4.034698,2.404061,1.176546
0.596949,0.859494,0.266171,0.093614
3.420834,3.378567,0.830444,3.262852
2.076450,0.975436,0.745789,1.118802
0.054821,1.001396,0.729708,0.203552
0.112062,0.406766,0.175994,0.042790
0.926322,1.743285,2.436972,3.118148
0.918161,1.448538,2.306756,1.759233
2.340096,4.338526,0.090974,0.363469
0.068818,2.000457,0.792996,2.180645
2.755538,0.880715,0.951755,1.794833
1.661251,2.537710,0.494519,0.667408
1.009563,1.291923,1.908863,1.835183
2.997817,0.244258,0.814228,0.967382
2.524249,1.717577,1.800351,2.553759
0.782338,0.929591,0.259626,1.971648
0.675075,0.684552,0.237262,0.297284
1.004228,4.732604,4.395881,1.917378
2.825932,3.146379,1.069316,3.261979
2.868666,3.802085,1.006402,0.403730
0.191525,0.724960,0.641105,1.617414
2.196232,0.941314,0.015782,0.648578
2.022162,1.343222,0.171376,1.965995
0.789314,1.322682,2.129469,2.362258
3.020769,1.359135,3.280937,3.558877
4.101154,2.261359,1.613544,0.215692
0.416671,2.284954,1.459366,0.018879
3.372115,0.799418,3.446119,1.430204
0.406371,2.207377,2.097881,0.328657
0.564478,0.369595,1.880674,0.790926
0.725984,0.392563,0.453945,1.308137
0.975989,1.918504,0.496002,0.068210
1.249601,1.771728,2.883481,3.682008
2.223596,1.054099,0.408422,0.602711
0.035029,0.444837,0.296848,0.422894
0.321559,0.384205,1.354903,2.863712
2.734677,1.183880,1.788574,2.724703
2.380162,1.544550,1.264245,1.426021
1.002746,0.557599,0.320176,1.718692
0.586238,0.416353,1.284544,0.232715
1.183831,0.434902,0.103548,0.372110
0.462611,0.336457,0.740548,0.786162
1.124802,0.906695,1.706685,0.661118
0.619793,0.223214,0.768766,0.035457
0.408596,0.369006,0.229689,0.277057
0.056521,1.021670,1.630612,3.300523
1.255354,1.036438,0.758303,0.614730
1.627121,1.782552,2.367427,1.413975
2.760769,2.178843,0.927338,1.792177
1.114840,2.621894,1.239392,0.237889
0.932002,0.359862,3.096483,1.529227
1.831844,2.794901,2.669055,4.725404
3.392484,0.391530,0.610484,3.094949
2.686000,1.477788,0.992395,2.378594
1.101475,0.753428,0.231552,3.191286
1.918526,0.763892,1.191384,1.614131
1.585796,2.601873,4.516217,1.578668
0.531937,0.942689,1.856178,0.110402
2.548797,1.538384,4.442265,4.040312
4.459297,1.817544,2.715329,0.358563
1.616455,3.044107,3.500497,3.023664
3.239779,2.598476,2.820494,3.579398
3.362464,3.481841,1.315722,0.608778
0.515243,2.824723,1.511172,0.223501
1.326135,0.857864,0.597626,0.681354
0.073021,1.859595,2.701112,3.883278
3.968069,2.715941,4.489296,0.456826
1.025740,3.994781,4.480377,3.346744
0.957271,4.862576,3.226421,1.349292
0.964554,2.372452,3.428284,0.706323
2.313349,0.700892,1.099189,0.435623
0.559412,1.372446,2.167126,0.995319
2.070565,1.859318,0.002360,2.553529
3.085347,2.668386,0.339497,0.929596
2.361739,0.253574,1.538092,0.161070
0.799749,0.753218,0.686090,2.214035
0.466254,0.522965,1.319421,2.463808
1.994673,2.621038,3.366507,0.705397
0.774627,2.030896,2.783816,2.005063
0.993339,0.007672,0.550571,0.329488
0.286595,0.160991,0.208029,0.226980
0.148018,0.031221,0.200275,0.236278
1.334135,2.984750,1.601659,1.630530
2.534206,2.897365,4.491907,2.980632
3.172384,3.007381,1.267787,1.122409
1.534491,0.953594,0.205238,0.321185
0.773491,0.647944,3.146374,4.335508
0.393823,0.831659,0.480900,0.377849
0.060508,0.457815,0.057748,1.302319
3.837323,3.576918,3.090382,4.498954
2.435704,3.914652,2.560035,4.056313
1.414058,0.390434,0.673735,1.347186
2.280274,0.087745,0.618085,0.223269
4.926292,4.651828,3.624548,1.539595
4.080600,4.657793,1.358673,0.212795
1.059889,0.547905,0.606356,0.275539
0.379960,0.208976,0.050627,0.029157
1.788239,2.275732,0.858131,0.333813
0.194988,1.147009,2.855826,1.387739
1.596671,4.228645,1.371592,1.195194
0.027544,0.176427,0.424266,2.064825
4.532075,2.588250,3.265028,1.547628
2.718508,0.025939,0.324818,0.950703
0.801057,0.239146,0.347244,0.334957
0.259663,1.166204,0.256411,0.285172
0.392307,0.886434,0.956341,2.229869
0.230348,1.788708,0.851115,0.213209
0.011427,0.074545,0.359569,0.331367
1.622033,0.758612,0.853809,0.776964
2.495607,2.499992,2.113713,1.966273
2.100037,1.784667,1.779121,2.129247
3.550345,1.902565,1.723158,0.810732
0.108022,0.272310,0.178036,0.317148
0.347256,0.049767,0.605464,0.259951
0.193529,0.282707,0.480686,0.097742
0.217488,0.933108,1.413126,0.574307
0.360655,0.270370,0.142327,0.249749
0.049234,0.208244,0.427612,1.768237
3.990820,1.391013,0.626284,0.513096
2.777398,3.049124,2.518709,4.708058
1.570467,1.137117,3.072714,4.441022
2.922422,3.956433,2.590425,1.854674
1.902937,0.815129,0.293326,0.826202
0.758330,0.582401,1.215177,0.714228
0.885267,1.433337,0.172598,1.384429
0.645976,1.260415,2.458952,1.483566
0.584668,0.996864,0.229917,2.312451
1.458352,0.401270,0.169240,1.089840
1.033314,1.332291,1.877833,0.604393
1.108332,4.695712,2.102895,0.608873
1.665968,1.747636,0.032144,0.639754
0.867801,0.780059,0.214559,0.077945
2.446820,1.281948,0.510934,0.304645
2.589921,2.851317,3.783691,1.822039
1.811116,1.355764,2.132143,1.358256
1.025257,0.547434,0.212246,0.014293
0.466718,0.471555,1.057517,0.326128
0.189034,0.018793,1.323029,1.760887
0.080884,0.109448,0.827274,0.063365
0.138820,2.190163,3.020997,2.895057
0.319151,0.157705,0.268435,1.727147
0.630900,0.538678,0.349487,0.289525
0.054113,0.327423,2.527854,2.282092
3.114885,2.801325,0.412252,0.608573
2.251989,0.811306,0.069556,0.167397
0.401421,0.257621,0.546462,0.245201
0.408012,0.033122,0.266347,0.277880
0.176950,0.617747,0.362957,0.107885
0.116082,0.038167,0.230937,1.509902
3.890304,0.431237,0.154752,0.840661
4.280641,1.493464,0.012335,1.016341
1.279071,1.556655,0.596492,2.314717
1.011578,0.495105,0.881904,0.354422
1.150632,4.005111,1.029307,0.535563
2.158651,4.138228,1.723108,2.206537
0.562414,0.474578,2.578772,4.130440
1.129812,0.575666,0.055847,0.120400
0.091708,0.343289,1.332552,2.200106
2.995924,4.655721,4.392981,4.085182
0.831760,1.619867,1.310713,0.166965
1.025793,1.723824,1.343568,1.321305
3.157249,3.867130,0.895904,3.127059
0.258100,1.606540,0.843357,2.169849
0.232384,1.065827,1.550375,0.235019
0.644356,2.924177,1.562956,1.849318
1.603583,0.349610,0.184501,2.274027
2.820608,0.318532,0.063827,0.817921
0.743210,2.411537,1.830605,1.198326
0.064626,0.033019,1.800836,1.805406
1.378712,4.774284,3.622162,2.963785
3.469484,4.385718,4.401584,3.741114
0.951569,0.502336,1.920598,3.128902
1.808712,0.958243,0.382656,0.822214
0.775248,0.689446,1.344340,3.400226
4.469204,3.195810,2.745970,3.670811
3.441588,2.357831,0.838228,0.977647
1.284266,1.981186,3.093831,0.456428
0.450786,0.081681,2.894304,1.697785
0.033785,0.116174,0.089017,0.211238
0.200621,0.381401,0.212549,0.240610
0.531121,0.180255,0.033559,0.028535
0.237264,3.689181,3.397110,3.646417
2.589229,3.870111,2.255219,2.180874
3.191139,1.351881,1.663826,1.263496
0.924580,0.475345,0.134562,3.361456
2.145435,0.410419,1.252364,0.819415
1.609289,2.938261,3.778400,1.475986
2.498837,2.217528,1.731698,1.205139
1.207041,0.982107,3.154332,4.084525
1.348606,0.026244,0.027018,1.303804
0.728215,0.476473,0.078644,0.183264
0.105238,0.074451,0.190534,0.335341
0.178522,0.801692,1.355310,1.482712
0.167298,0.640189,0.903048,0.723121
1.139266,1.749247,2.626628,0.903875
0.003534,0.012447,0.317910,0.512351
1.304287,1.941463,1.217981,3.662138
4.062398,3.458599,1.401418,0.382445
0.255303,0.445665,2.270645,2.537993
1.085000,0.359417,0.207147,0.207012
1.755244,1.375745,1.264500,4.560747
4.216184,4.121386,0.541708,0.322507
0.413849,0.090091,0.056197,1.434492
0.080610,0.266990,0.530509,1.293193
3.179408,2.854347,2.601714,1.364782
3.949744,4.205499,1.606556,1.963560
4.139208,1.491918,3.362326,3.602786
1.634977,0.319723,0.225120,0.993478
2.028307,0.959513,0.303929,0.077738
0.625910,0.469224,0.259876,0.318562
0.523094,1.569590,0.129582,1.697368
3.352257,0.319921,1.210465,0.063305
0.169055,0.162509,0.043475,3.232170
0.931845,3.093412,1.364752,0.323551
0.914498,2.022438,0.389527,2.828373
3.052962,3.139762,2.598852,0.963655
0.918155,1.307250,0.098000,0.693810
1.293066,2.856673,3.737370,1.968363
0.665101,2.125286,1.945099,2.671658
3.020368,2.972448,3.020287,3.996714
3.203160,2.853013,2.735642,1.097396
1.261787,1.608419,2.289722,4.751007
2.122492,0.917728,1.565124,2.873743
2.097528,2.528705,2.557730,2.625250
1.562170,0.137297,1.682059,3.619925
0.132051,1.027479,3.328528,4.189335
1.840859,0.467093,2.792085,1.646028
1.656359,0.513982,0.953194,0.769559
2.731274,2.762376,1.774475,1.611910
0.377902,0.071496,1.241491,1.569681
0.698930,0.212120,0.087083,0.193892
0.064677,0.241278,0.178209,0.026354
0.086536,0.373719,0.586525,0.200220
0.123907,0.723370,0.130739,0.134594
0.414351,0.450544,0.523804,0.071001
0.153785,0.061339,0.422086,0.408875
0.238705,0.234304,0.277980,0.296278
0.172884,0.066385,0.398522,0.300471
0.297985,1.195761,0.886671,0.702763
0.749628,0.499539,0.246560,0.531823
0.566932,0.313033,0.054374,0.178154
0.041723,0.291416,0.516006,0.383256
0.305031,0.144773,1.310272,1.314859
3.317069,1.934884,0.803922,0.130154
0.502503,0.115305,1.096440,0.535927
1.106908,0.492038,3.636536,4.716658
2.497852,2.488263,2.687330,0.777676
0.259756,0.035879,0.168268,0.199347
1.239283,0.072944,0.657940,0.527023
1.726112,1.924913,1.141670,1.150462
0.526098,0.514235,0.264975,1.085281
0.374255,0.447787,0.178036,1.671101
2.268927,1.464625,1.487333,0.913774
0.325890,0.519842,0.302088,0.664637
1.732102,0.192839,0.183078,0.230345
0.978259,0.745598,0.204916,0.559535
0.269602,0.732745,0.301113,0.487373
0.600261,0.257605,0.400383,0.024208
0.160770,0.631409,0.377056,0.212962
0.134528,0.240982,0.954887,0.174613
0.153855,1.841910,1.128793,0.696074
0.576295,0.446184,0.275289,0.260697
0.276126,0.014207,0.581370,0.098899
1.868654,2.338360,3.396239,1.957247
0.031811,1.822382,2.455925,0.960627
1.941307,4.094867,4.655800,4.012400
0.873007,0.704360,0.336336,0.607911
0.241623,0.294294,0.942347,2.962985
0.415135,0.163629,0.441445,3.335415
2.156298,0.595763,0.947738,0.345920
4.860162,4.143476,3.985934,3.395590
2.278570,0.934639,2.727301,2.434343
2.729621,1.127106,0.642074,2.359485
2.132286,4.136989,2.497872,1.225889
2.574853,2.667538,0.744984,1.035719
0.588447,0.464622,0.103058,0.229043
0.013231,0.095671,0.764895,0.151671
0.140070,0.948278,0.654491,0.353704
0.452907,1.985256,1.981843,2.514236
1.357667,0.406102,3.763286,3.274050
4.931591,4.094914,3.413047,3.844553
2.717364,2.316826,1.337465,1.578788
2.056400,0.691131,0.037232,0.804946
1.031422,1.807743,1.820108,1.739551
2.992171,4.208813,3.017749,0.296999
1.602067,3.325554,2.909740,0.036508
0.776831,1.160871,0.632705,3.756207
2.248301,0.936248,0.834012,1.332057
1.003655,1.127092,0.562510,0.318823
0.264853,0.099661,0.005683,0.548536
0.246894,0.318520,0.253750,0.458645
0.173257,0.218956,0.342064,0.108446
0.079449,0.354614,0.204753,1.131389
3.551835,0.684344,0.612223,2.577138
2.860901,1.186918,3.009148,1.017241
2.441969,3.789917,2.696236,2.660167
3.510971,3.453063,4.645870,2.720326
1.430454,1.191303,0.347442,1.533781
2.235465,2.143563,3.602252,0.709532
2.297163,1.610353,2.575710,2.111121
1.201093,1.507691,0.604710,2.461277
3.851586,4.729085,1.707425,0.831966
2.883044,3.148459,4.873010,2.604547
2.735529,3.448195,1.662798,2.029339
1.313026,1.337105,4.099584,0.629499
0.679637,4.209093,1.093798,0.325613
2.268139,2.531256,1.045384,1.753568
4.476312,3.440556,3.922529,3.912597
0.543208,2.320866,0.650008,4.493041
3.188662,0.955237,0.348051,1.311635
2.893186,4.627702,4.237158,3.640614
4.440624,3.895656,1.869333,2.001391
0.574397,0.372752,1.125751,2.004593
1.058478,0.189521,0.263361,1.538456
2.205917,2.022627,0.304928,1.806945
2.128016,3.145518,2.945398,1.024657
0.254490,0.876854,0.219617,0.222809
0.095450,0.381183,0.120946,1.374720
0.096429,3.338879,1.531832,3.151018
1.836301,2.924089,0.212229,1.305900
0.007555,2.405572,1.679682,0.538029
1.192114,0.502818,1.373277,0.054273
0.003085,1.837968,3.010503,3.022870
0.696157,0.317790,0.339130,0.567640
0.209323,0.119523,0.009038,0.344453
0.087717,0.175965,0.647642,0.034521
0.295733,0.120358,0.095378,0.130900
0.323637,0.048428,0.470480,0.241854
0.133504,0.138702,0.335595,2.020579
2.281462,0.442561,2.306429,1.052135
1.736327,2.132996,1.213283,0.079701
2.035483,2.674677,2.324882,3.495480
1.772954,0.775788,0.639692,0.613893
0.895938,1.276146,2.179166,1.872411
1.087561,1.564863,1.071248,0.703409
0.907481,2.132195,3.622822,0.343513
0.525474,0.376685,0.033043,0.822397
0.627030,0.612170,0.894656,1.219673
0.440339,0.408189,0.921276,4.362368
1.618925,0.598877,0.065564,1.083625
0.852104,0.769193,1.616622,4.165568
0.980125,3.970656,3.898491,2.707967
1.224394,2.974159,2.830508,1.454720
1.981977,0.422855,1.890184,2.238102
2.942105,2.278340,3.226133,2.242357
0.831312,0.086615,2.815181,2.242787
1.425603,0.293710,0.195510,0.799617
3.147732,2.501867,2.659361,2.356044
3.399983,1.387011,1.492002,1.441733
0.535628,0.884283,0.830979,0.942023
0.738203,1.848157,1.715645,0.146894
0.410901,0.770426,0.468826,2.131664
2.703677,1.093307,3.059968,1.746115
0.340439,0.853187,2.443043,3.224550
2.977890,0.118278,1.732057,2.014962
1.995608,0.305715,0.123372,0.327602
0.117735,2.021218,1.294571,0.302558
1.030849,2.638953,1.596906,1.970834
0.619528,1.498907,0.372677,1.718771
2.982615,1.313316,0.457015,0.410336
0.722370,0.078521,1.076972,2.268212
0.293224,1.019546,1.712323,0.893934
0.268047,1.067190,1.436992,0.131980
2.921579,2.661126,0.017370,0.411388
1.373520,0.159599,1.342174,1.645640
0.669525,0.640806,1.245107,2.270161
0.943339,2.189258,1.317815,0.407168
0.256892,0.255168,0.385042,0.593307
2.581602,1.616037,1.886883,1.725015
2.283643,0.626903,1.467278,3.558701
0.836899,2.194577,1.119292,0.232364
1.692151,0.394098,0.339058,1.505545
0.340538,0.639201,0.404835,0.019237
0.669931,0.590156,2.079634,0.233109
0.128591,0.188466,0.987786,0.591811
2.300280,3.685804,1.355874,0.875275
0.137082,0.328733,4.335349,1.061896
1.037033,3.018271,3.049927,2.137354
3.234609,4.962442,4.058914,0.438539
4.246364,2.200770,0.171293,0.320457
1.802129,1.796900,3.810092,2.615978
2.591606,1.870310,2.363601,1.059008
1.149430,0.795910,2.395569,3.456649
2.099749,2.894434,0.644660,0.221777
0.353912,3.486695,3.379694,0.630768
0.761899,2.779582,0.016235,2.377041
2.090351,1.353458,0.391858,0.159511
1.461084,2.394204,0.887546,0.278415
3.466038,3.626343,0.690233,1.639832
0.387625,0.107135,1.053222,2.299003
2.421358,3.483218,4.299994,1.817683
4.361978,3.428353,0.984137,0.906956
0.019845,0.500491,0.496672,0.386871
2.205313,2.841710,2.137270,1.693357
0.713733,0.922349,0.750633,0.813143
2.408020,2.625272,0.337773,1.371428
1.710927,2.064754,2.346371,0.369194
1.006363,0.005761,0.249015,0.243587
2.090697,2.324582,0.416198,0.890806
1.273735,1.472448,2.214991,2.257395
0.699782,0.783343,0.177236,1.501106
1.482022,1.299763,0.795439,2.632116
0.777429,1.311008,1.584437,0.916606
1.201061,0.115007,1.924583,1.407301
1.774911,4.273678,3.366980,1.216420
0.237950,0.172307,0.232637,1.084744
1.726229,3.052331,3.022337,1.854694
0.066720,0.014737,0.207769,0.258142
0.983169,0.068231,1.620555,0.423701
0.337384,0.700164,0.353221,0.752509
0.269130,0.431330,0.114961,0.755637
0.927960,2.258142,1.119534,0.737820
2.353008,3.205731,2.821113,3.740054
0.331344,0.195722,3.165977,0.672675
0.448559,0.614283,2.443023,2.639861
2.061110,1.016310,3.775971,3.600683
1.883010,2.029337,1.581324,2.315399
1.293613,2.103436,3.263601,0.302474
1.518553,2.937290,3.077293,1.622556
0.411327,1.072550,0.606547,0.912749
0.052440,0.903747,2.685631,2.380842
0.583334,0.347064,0.285932,0.108164
0.457077,0.420666,0.157341,0.368819
0.427894,1.477595,0.107517,0.951312
0.160590,0.236149,0.451590,1.250749
0.408983,0.206669,0.045631,1.156509
3.194748,4.352962,4.320050,2.624907
0.164656,0.484289,0.029142,0.298723
0.726615,0.129324,0.879512,1.007390
1.726812,3.159451,0.616808,0.853439
2.094158,1.455910,1.617340,0.443337
0.469504,0.065204,0.419112,0.163807
0.005547,0.105867,1.390546,3.004133
2.566603,2.471700,1.665251,2.184156
1.404070,0.799974,1.109511,0.821825
4.300575,4.667765,3.803043,1.925759
0.231139,0.037502,0.030225,0.608650
0.881730,1.940760,1.622566,1.385015
0.887983,0.447849,0.451461,0.465332
1.415863,0.957679,0.780537,0.601849
0.757263,0.387005,0.370926,0.218122
0.223196,0.028573,0.545286,0.154420
0.512046,0.656844,0.936785,0.485272
0.714084,0.834161,0.557114,0.773969
0.436393,0.028273,0.206832,0.256780
0.297629,0.253954,0.252126,0.019163
0.219162,0.145105,0.527624,0.156041
0.290105,0.300266,0.834201,0.417823
0.478012,1.226352,0.522571,0.301533
0.362649,0.353518,2.717095,2.552224
0.442771,0.431598,1.152210,1.223983
1.453520,1.620168,1.386297,3.035339
4.120350,2.308862,1.064678,0.224932
0.207646,0.333255,0.001081,0.111174
0.154403,0.543284,0.191845,0.474694
0.495721,1.152026,0.538344,0.140702
0.477383,0.214412,0.195361,0.419305
0.191501,0.421733,0.512353,0.050469
0.015453,0.546427,0.371733,0.114860
0.112356,0.620046,0.643567,0.893646
0.078730,0.035232,0.424101,0.275310
0.530857,0.746636,0.945889,1.047362
0.609771,0.068614,0.540524,0.528372
0.352403,0.204204,0.330061,0.157018
0.425739,0.908626,0.235728,0.066330
0.083700,0.718272,0.592149,0.444324
2.674500,4.096610,0.905143,0.315860
0.628064,0.250733,0.522834,0.177313
1.387596,1.627981,2.582098,0.380829
0.356701,0.813276,0.551160,0.021486
0.244384,0.684860,0.339871,0.335678
0.038392,0.313554,0.851094,0.974377
1.638745,0.555051,1.737676,1.374578
0.613609,0.964974,0.588540,1.193732
2.337156,4.750949,1.113574,2.652741
1.152857,2.145181,0.468672,0.569755
1.881049,3.805738,2.137156,1.704102
0.735602,1.472979,1.711606,1.063289
1.495136,1.267885,0.507564,0.480926
0.680239,0.633372,0.568801,0.367194
0.461457,0.130113,0.189688,0.636422
1.610452,1.406776,0.460039,0.655058
0.242214,3.645173,3.980993,0.708689
0.394385,2.439613,4.384744,0.971363
0.297312,1.219195,3.182291,4.947742
4.470507,1.751653,0.231073,0.159457
0.671558,0.442365,0.152602,0.225979
0.133019,1.216209,3.471461,3.403923
2.216129,1.318507,2.017675,0.656549
0.712377,0.232783,0.509990,0.511012
0.742596,2.244520,2.067661,0.016704
0.568120,2.459143,2.145099,3.112480
3.717061,3.997058,3.616690,3.400680
2.057341,3.537510,1.410563,0.342388
0.044738,0.654767,0.100308,0.268818
0.632907,0.260101,1.489841,0.452022
0.404891,1.564403,1.143278,3.222931
3.488426,0.874464,0.774936,0.413348
3.332533,2.768981,0.937030,0.901854
1.182585,0.253042,2.484138,3.943351
2.674480,1.930443,1.349708,0.181528
0.296827,2.819708,2.769223,3.651158
3.487480,2.744106,3.631557,2.653119
3.267105,0.939286,0.429284,1.634256
0.280158,0.312509,0.333817,0.818379
1.805147,2.930381,2.026552,1.767798
3.102986,1.398241,1.378670,0.652459
1.550191,0.791842,1.971400,3.498814
2.770401,2.998149,2.601205,2.960452
1.685211,2.242148,1.122423,1.407399
1.598403,2.282601,1.098447,1.122225
0.937362,0.758344,1.673159,1.719821
4.633782,1.505899,3.544718,2.435387
2.836170,2.041763,1.220835,2.037017
1.585346,2.048325,0.898387,0.866447
3.157951,2.590079,1.648826,1.220920
1.894403,3.586913,3.871386,3.890130
2.648345,0.305793,1.591401,2.868685
2.701574,3.652761,4.724978,1.565318
2.729187,0.369124,0.050925,1.052671
1.381983,2.930928,1.138547,0.833961
0.352823,1.654015,0.941125,1.392443
3.124294,1.202464,1.964099,4.879590
4.402136,1.962765,2.860241,0.230126
1.401041,1.451037,0.017703,2.431870
1.187536,0.040284,2.148155,1.232551
0.056634,0.192262,0.151499,1.917665
0.706708,1.244866,0.437023,0.159767
1.896217,2.745094,2.778311,1.473509
0.842027,1.575505,1.221113,0.520231
0.452194,1.651851,2.743491,0.895988
0.719103,2.212227,1.061617,3.030978
1.770427,1.599244,3.545907,2.984746
2.507096,2.534095,1.238144,0.763655
1.834165,2.370645,1.931796,0.123975
0.148524,0.968476,0.017042,0.197866
0.072339,0.298790,0.004446,0.711706
